,logS,SMILES
7521,-3.21,C[N]1C=NC(=C1SC2=NC=NC3=C2[NH]C=N3)[N+]([O-])=O
2220,-0.5483114193999999,N[C@@H](CCC(N)=O)C(O)=O
6394,-2.7429,CCCCCCCOC(=O)c1cccnc1
2642,-1.1812163945,Nc1ccc(cc1N)[S](O)(=O)=O
9768,-0.77,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O 
7947,-2.71,O=C1NC2=C(N=CN=C2)N=C1
4820,-0.4337,COC(=O)CCCC(=O)OC
7029,-0.2162,CC(=O)CSC#N
5067,-6.644,Cc1cccc2ccc3cc4ccccc4cc3c12
1964,0.8626748208,[K+].[O-]P=O
13,-3.4302388798,CC(C)(C)c1ccc(OCC2CO2)cc1
6827,-6.3899,Clc1ccc(cc1Cl)c2ccccc2
44,-7.973715535399999,CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5
5421,-1.2558,OCCCOC(=O)c1ccccc1
2339,-1.9953026194,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O
5971,-1.3399,NCCc1ccc(O)c(c1)[N+]([O-])=O
8366,-3.4,CCC1=NN=C(N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2)S1
9630,-5.04,CC1N(C2=C(F)C3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1(C)N
37,-4.4511392252,CC(=C)c1cccc(c1)C(C)=C
3733,-2.8583,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O
2963,-3.6433442829,CCOC(=C)C1C(C)(C)CC(=O)CC1(C)C
9861,-1.34,Nc1ccc(cc1)S(N)(=O)=O
2726,0.4850619562,[I-].CCCC[N+](C)(CCCC)CCCC
6905,-2.0594,CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O
4200,-0.1078,C1COC2(C1)CCCO2
4746,-0.7276,CN1C(=O)N(C)c2nc(C)[nH]c2C1=O
7032,-0.4655,[O-][S](=O)(=O)c1ccc2oc3ccccc3c2c1
4698,0.7467,CN(C)[P](=O)(N(C)C)N(C)C
8643,-4.217,Ic1ccccc1I
4961,-3.6702,CCc1ccccc1Br
1293,-6.9891355524000005,CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(Nc4ccccc4)c5ccccc35
7842,-0.08,NC1=NC(=CC=C1)N
4201,-9.1627,c1ccc2c(c1)c3ccc4ccc5cccc6cc2c3c4c56
3145,0.0729096485,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
4833,-3.8373,Cl[Sn](Cl)(c1ccccc1)c2ccccc2
8425,-5.63,COC1=CC2=C(C=C1OC)C(=NC=N2)N3CCN(CC3)C(=S)NCC4=CC=CO4
6354,0.3627,CCOC(=O)C(O)C=C
9785,-7.337000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2
2768,-1.9065411213,C1OC1c2ccccc2
1616,-7.0680633512,CCCCCCC(=O)OCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC
4727,-0.5291,FCCCl
1116,-3.2069094899,ClCc1ccccc1Cl
9054,-1.89,CCC(CO[N+](=O)O)O[N+](=O)O
830,-5.0876626154,CC(=C)CC(C)(C)C.N(c1ccccc1)c2ccccc2
7303,-2.89,CN(C)C(=O)NC1=CC=C(Cl)C=C1
7597,-0.71,OC1=CC(=CC=C1)Cl
4736,0.4063,CCCO[P](=O)(OCC)OCC
5430,-1.4995,CCCCO[P](=O)(OC)OCCCC
3088,-0.9602557176,CC(=C)C(=O)OCCO.O[P](O)(O)=O
5384,-2.9196,C\C=C/C(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)[C@@]24CO4
7320,-2.47,CON(C)C(=O)NC1=CC=C(Cl)C=C1
2140,-1.3676388693,[K+].F[B-](F)(F)F
403,-4.5830924552,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C
1605,-6.869904941000001,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C
8941,-2.51,O=C1CC(=O)CC(C2=CC=CC=C2)C1
9262,-2.7,C1=CC(=CC=C1NC(=O)NCCC(=O)O)[N+](=O)[O-]
4574,-2.0434,Cc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
4445,-2.7592,Nc1ccc(cc1)[S](=O)(=O)Nc2ccc(cc2)[S](N)(=O)=O
7101,-2.3788,O=C1N=CN=C2NNC=C12
9371,-0.95,NC1=C2C(F)=CC=CC2=NC2=C1C=CC=C2
8075,-1.27,NC(CC1=CC(=C(O)C=C1)O)C(=O)OC2CCCCC2
3221,0.9386380084,CC1CNCC(C)O1
6016,-8.6036,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl
8906,-1.1,CCCCCCN
1466,-4.2239603591,CC(=C)C(=O)O[Zn]O
8062,-4.32,CCCCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1
9552,-2.48,O=S(=O)(NS(=O)(=O)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
8708,-1.3,ClC=CCl
3052,-6.852054029800001,CCCCCCCCCCCCCCCCCCOCCCN(C)C
3867,-2.2664,CC(C)c1cc(Cl)c(C)cc1O
5791,-3.7164,Oc1ccc(c(c2ccccc2)c1[N+]([O-])=O)[N+]([O-])=O
8186,-1.68,C[S](=O)(=O)NC1=NN=C(S1)[S](N)(=O)=O
8537,1.558,CNC
5963,-3.3495,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2
5378,-2.9677,OC(=O)c1ccc(Br)c(c1)[N+]([O-])=O
9269,-1.78,CC12CCC(CC1=O)C2(C)C(=O)O
6252,-4.5619,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2
2872,-2.5359872782,CC1(C)CCCC(C)(O1)C=C
8741,-2.35,O=C(OCC)c(c(ccc1)C(=O)OCC)c1
310,-2.6913820060000004,CC
6638,-2.055,Cc1cc(C)c(O)c(C)c1
6074,-1.6365,O=C1CCc2cccc3CCN1c23
2045,0.0571886956,OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12
5345,-0.1288,NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)CO
9829,-4.862,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
490,-4.6532020914,CC(CCC=O)C1C(=CCCC1(C)C)C
7821,-1.44,CCC(Br)(CC)C(N)=O
7762,-8.72,ClC1=CC(=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl)Cl
2331,-1.6560932729,C1OCC2Cc3ccccc3C2O1
1246,-6.5970388257,CCCCCCCCCCCCCCCc1cccc(O)c1.CCCCCCC\C=C/CCCCCCc2cccc(O)c2.CCCC/C=C\C\C=C/CCCCCCc3cccc(O)c3.Oc4cccc(CCCCCC\C=C/C/C=C\CCC=C)c4
5035,-3.8523,OC(=O)\C=C/c1ccc2OCOc2c1
1915,0.6474063078,[Cl-].C[N+](C)(C)CC(O)CCl
2447,0.2683337666,Cc1[nH]cnc1CO
9081,-1.16,O=C(C1=CC=CC=C1)C(F)(F)F
5674,-2.2436,CC(CO)C(=O)O[C@H]1CC(=C/CCC(=C/[C@H]2OC(=O)C(=C)[C@H]12)/CO)/C
3119,0.3990871293999999,O[Cr](=O)(=O)O[Cr](O)(=O)=O.c1ccncc1.c2ccncc2
7267,-1.6,COC1=CC=CC=C1C(O)=O
2612,-0.5731459846,CCN(CC[N+](C)(C)CC(C)O)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O.CC([O-])=O
5346,0.5007,OC(=O)CC[P](O)(O)=O
6716,-0.0962,O=Cc1occc1
1631,-6.9550061959,CCCCCCCCCCCCOC(=O)CCCCCCC\C=C\CCCCCCCC
2947,-3.2710471955,CC(C)COC(=O)Cc1ccccc1
951,-3.8745968837,CC(=O)OC1C(C)(C)C2CCC1(C)C2
6656,-2.4335,OC(=O)\C=C\c1ccccc1
9423,-3.26,O=C(C1=CC=CC=C1)C1=CC=C2C(C(=O)O)CCN12
7265,-1.93,COC1=CC(=CC=C1)C(O)=O
8166,-2.31,CCCN1CCN2C(=O)C3=C(C=CC=C3)N=C2C1C
2564,-0.9674738601,CCOCCOC(=O)C(C)=C
5840,-7.9823,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2Cl
5883,-6.6813,Clc1ccc(c(Cl)c1)c2cccc(Cl)c2Cl
9489,-4.7,CCOC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(OCC)=C1Cl
4062,-1.4567,CCNC(=O)CS[P](=S)(OC)OC
2895,-2.6477435098,C=COCCCCOC=C
6319,-5.152,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC(F)F)cc(OC(F)F)n2
2707,1.1358509819,CCNCC
5837,-2.0887,OC(=O)c1occ(Br)c1Br
6284,-8.5758,CCOc1ccc(cc1)C(C)(C)COCc2cccc(Oc3ccccc3)c2
302,-3.4683853884,[Sr++].[O-][P]([O-])([O-])=O
386,-0.838079267,CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O
5755,-1.9369,OC(=O)COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
6400,-3.8981,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)N(C)c2nc(C)nc(OC)n2
4870,-1.5917,COc1ccc(NC(N)=O)cc1
2695,1.1482586908,CC(O)C#N
6247,-3.8003,Brc1ccc(Br)c(C=O)c1
6862,-3.0319,CC1=CC(=O)c2ccccc2C1=O
652,-5.3942922935,CCCCC(CC)COC(=O)CS[Sn](C)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC
9223,-2.06,NC1=CC=C2C(O)=CC=CC2=C1S(=O)(=O)O
5141,-4.3238,CN(C)C(=O)N(c1ccc(Cl)c(Cl)c1)C(=O)c2ccccc2
1037,-3.2696160575,Nc1ccc2cc(ccc2c1)[S](O)(=O)=O
7263,-1.06,CC(=O)NC1=CC=CC(=C1)O
3231,0.9277942328,OCC1COC(=O)O1
9467,-1.35,NC(=NO)N1CC2=CC=CC3=C2C(CCC3)C1
1839,0.931102034,CCCCNCCO
7559,-4.7,CCCCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O
5464,-3.795,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC
7272,-1.98,[O-][N+](=O)C1=CC=CC(=C1)C=O
4762,-1.1356,COCCNC(=O)CS[P](=S)(OC)OC
2735,-1.1766034244,CC(=O)C(O)c1ccccc1
9665,-3.09,CCN(CC)CCSC1=NC2=C(N=N1)NC1=C2C=CC=C1
543,-2.672674663,Cc1ccc(c(O)c1)C(C)(C)C
861,-4.875700653,CC[C@]12CC[C@H]3[C@@H](CCc4cc(OC)ccc34)[C@@H]1CC[C@@H]2O
8373,-10.1,ClC1=CC(=C(Cl)C(=C1Cl)Cl)OC2=CC(=C(Cl)C(=C2Cl)Cl)Cl
7127,-3.8403,CCC(C)c1ccc(O)c(c1)[N+]([O-])=O
3849,-3.1572,CC(C)CCOC(=O)c1ccccc1O
7811,0.49,CC1CNC(C)CN1
5497,0.8401,O[P](O)(=O)CCCl
8580,-2.149,OC(=O)c1cccc(c1O)[N+]([O-])=O
1081,0.1514941879,CCOC=O
8423,-2.44,CN1N=C(SC1=N[S](=O)(=O)C2=CC=C(Cl)C=C2)[S](N)(=O)=O
9777,-4.3,C/C1CCCCC1\C
6553,-2.9594,CCOC(=O)C1(CCC1)[S](=O)(=O)c2ccc(C)cc2
3249,0.6303241084000001,CC(=O)OCCOCCOCCOC(C)=O
4055,0.8121,CN(C)[P](F)(=O)N(C)C
1638,-7.0277066834,CCCCCCCCC\C=C/CCCCCCC(=O)OCCCCCCCC\C=C/CCCCCCCC
5359,-2.1934,O/N=C/c1oc(cc1)[N+]([O-])=O
7073,-2.3374,CCC1(CCC(=O)NC1=O)c2ccccc2
2526,0.0846221527,[Li+].[Li+].[O-]C(=O)CCCCC([O-])=O
5778,-3.3825,O=C(NC(=O)c1cccnc1)Nc2ccccc2
2463,-0.7749656265,Oc1ccccc1C#N
3534,-7.9717711074,CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cccc(Cl)c2C)C(=O)Nc3cc(Cl)c(NC(=O)C(N=Nc4cc(ccc4Cl)C(=O)Nc5cccc(Cl)c5C)C(C)=O)cc3C
7937,-2.34,NC1=NC2=C(N=CN=C2)N=C1
6514,-1.7244,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
8915,-4.02,Clc1c(Cl)c(Cl)c(Cl)c(O)c1OC
5765,0.6855,COCC(C)OCC(C)OC(C)CO
7192,0.0643,NC(=O)CBr
3093,0.7066663199,[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O
238,-3.006984006,CCCCC
4223,-3.634,CCO[P](=S)(OCC)OCCSCC
5875,-6.0171,CCCS[P](=S)(OCC)Oc1ccc(SC)cc1
5535,0.1851,CCC(C)N
846,-4.3331923932,FC(F)(F)C(Cl)(Cl)Cl
9188,-1.77,O=C1NC=C(NS(=O)(=O)O)C(=O)N1
766,-1.7584817871,CC(=C)C(=O)OCC=C
6034,-6.3931,CC\C=C(/C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C
6529,-5.195,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C
2150,-1.5259868531,Cc1ccccc1[S](N)(=O)=O
2907,-3.0523304042,[Ba++].OC(C(O)C([O-])=O)C([O-])=O
3614,-7.7273960926,Clc1c(Cl)c(Cl)c2C(=O)C(c3ccc4cccc(N5C(=O)c6c(Cl)c(Cl)c(Cl)c(Cl)c6C5=O)c4n3)C(=O)c2c1Cl
5246,-2.4352,OC1=C(Br)C=CC=CC1=O
8634,-0.411,CC(C)C(C)(C)O
7144,-0.0719,CC1OC(C)OC(C)O1
1553,-6.4917192558000005,O=C=Nc1ccc(O[P](=S)(Oc2ccc(cc2)N=C=O)Oc3ccc(cc3)N=C=O)cc1
3905,-1.9255,ClCC(Cl)CCl
8432,-1.23,NCC(=O)NCC(=O)NC1=C(Cl)C(=C(C=C1[S](N)(=O)=O)[S](N)(=O)=O)Cl
5377,-3.0418,Cc1ccc2NC(=O)C(=O)Nc2c1
3873,0.7051,c1ccc2nccnc2c1
7600,-0.27,OC(=O)C1C2CCC(O2)C1C(O)=O
964,-3.2000007811,CCCCCCCC(O)=O.OCC(O)CO
6130,-4.3219,COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2
7274,-2.2,CCOC(=O)C1=CC=C(O)C=C1
8687,-3.55,CCC(C)(C)C
7748,-3.2,OC(=O)C(=C)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2Cl
8276,-7.94,ClC1=C(Cl)C(=C(OC2=CC=CC=C2)C(=C1Cl)Cl)Cl
7206,-0.02,NC(CO)C(O)=O
9332,-3.42,CCN(CC)C(C)C(C)OC(=O)C1=CC=C(N)C=C1
3747,-1.1426,NC1=CC=NC(=O)N1
4540,-0.7814,NC(N)=NC(N)=O.NC(N)=NC(N)=O.O[S](O)(=O)=O
9163,-0.84,NS(=O)(=O)C1=CC=C(NO)C=C1
8285,-4.59,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C(C3CC3)C4CC4)C1=O
7405,-4.29,CC(C(O)=O)C1=CC=C(C(=C1)F)C2=CC=CC=C2
7942,-3.64,CCNC1=NC(=NC(=O)N1)N(CC)CC
5149,-7.8728,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
3092,-1.5461258216999998,[Mg].[Mg].[Mg].OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O
2729,-0.6173904015,[Na+].[Na+].Nc1ccc(\C=C\c2ccc(N)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O
2126,-0.4042589172,OC(=O)C1CCC(=O)N1
4904,-6.5715,Cc1cc2c3ccccc3ccc2c4ccccc14
5836,0.1641,O[C@@H](C=O)[C@H]1OC(=O)[C@@H](O)[C@H]1O
2022,0.5110430921,[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
8757,-2.7,Nc(ccc(c(ccc(N)c1)c1)c2)c2
8681,-5.693,CCOC(=O)\C=C(C)\C=C\CC(C)CCCC(C)C
3075,0.4295256052,[Na+].[Na+].[O-]C(=O)CCC(=O)C([O-])=O
912,-3.2033373628,CCCCNC(=O)OCC#CI
8575,-0.615,CC(C)[N+]([O-])=O
8659,-1.19,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O
8081,-2.93,CCC1=NC2=C(N=C1CC)C(=NC=N2)N
2772,-1.9805722205,Clc1ccccc1C=O
3820,-5.1901,CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
1758,-0.8352255084,CCC(=O)N(C1CC[NH2+]CC1)c2ccccc2
540,-3.5673681389,C1CCc2ccccc2C1
8221,-2.59,CCN(CC)C(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2
6578,-8.4318,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23
7351,-1.41,CC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1
9027,-0.17,CC(C)CC(N)C(=O)NC(C(=O)O)C(C)C
1490,-5.4353234735,CCCCC(CC)COCOCC(CC)CCCC
3040,-6.0735348087,CC(C)C(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C
6555,-2.5501,COC(=O)C1(CCCC1)[S](=O)(=O)c2ccccc2
2984,-3.9542229462,C1CN(CCC1Nc2ccccc2)Cc3ccccc3
8567,-2.627,CCC(=O)c1ccc(N)cc1
7451,-4.86,CCCCNC(=O)[N]1C(=NC2=C1C=CC=C2)NC(=O)OC
7146,-3.6444,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
664,-2.825819918,COC(=O)c1cccc(c1)C(=O)OC
3123,0.5055163708,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1
5179,-3.5677,FC(F)(F)c1[nH]c2ccc(Cl)c(Cl)c2n1
479,-3.7048974167,CC\C=C/CCOC(=O)c1ccccc1
8514,-3.13,CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(C(O)=O)C3=CC=CC=C3
7235,-3.06,O=C1NC(=O)C2(CCCCC2)C(=O)N1
2015,-0.0504090528,CCCCO
5231,-3.4757,[O-][N+](=O)c1oc(cc1)\C=N\N2CCCOC2=O
5233,-2.8266,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@H]1C4C(O)[C@@]5(C[C@H]24)[C@H]3N(C)c6ccccc56
9671,-2.14,COC1=NC=C(NC(=O)C2CC2)C=C1
2665,-1.1265180752,C1C[NH+]=C(N1)c2ccccc2
5269,-0.4908,OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O
1947,-1.1738343117,ClC(Cl)Cl
7869,-3.02,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O
1556,-6.3351890163,CCCCCCCC\C=C/CCCCCCCC(=O)OC(C)C
7598,-1.96,CCC(CC)(C(=O)NC(N)=O)C(=O)OC
969,-1.9916598479,CC1CC(O)CC(C)(C)C1
5213,-0.7953,OC(=O)C[C@@H](Cl)C(O)=O
8015,-3.0,[O-][N+](=O)C1=CC=C(N2CC2)C(=C1)[N+]([O-])=O
8637,-0.1669999999999999,CC(C)(C(O)=O)C(O)=O
8245,-7.75,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=CC=C5)C#C
1815,-0.9572055168,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5C=C(/C(=N/Nc6cc(Nc7nc(Cl)nc(Nc8cccc(c8)[S]([O-])(=O)=O)n7)ccc6[S]([O-])(=O)=O)C(=O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O
4564,-1.8898,CC(Cl)C(Cl)Cl
2830,-2.9252846689,CCCCC(CC)CO.CCCCC(CC)CC(CC)CO.CCCC(O)C(CC)CO.CCCC(C(CC)CO)C(CC)CO
3349,-7.0120095436000005,[Cl].[Rh].c1ccc(cc1)P(c2ccccc2)c3ccccc3.c4ccc(cc4)P(c5ccccc5)c6ccccc6.c7ccc(cc7)P(c8ccccc8)c9ccccc9
966,-3.2211356868000003,C=CCOC(=O)c1ccccc1C(=O)OCC=C
8071,-4.53,CCCCCCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1
9974,-2.73,S(=O)(=O)(Nc1nc(C)cc(n1)C)c1ccc(N)cc1
9622,-5.09,C=CCN1C=NC2=C1N=C(NC1=CC=CC=C1)NC2=O
1635,-6.855595468500001,CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)CO
8747,-0.82,O1C=CC=C1
8489,-2.62,N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)N[S](=O)(=O)C3=CC=C(Br)C=C3)C=C1
7563,-8.7,C1=CC2=C3C(=C1)C=CC=C3C4=CC=CC5=CC=CC2=C45
5575,-3.0643,OCc1c2OCOc2ccc1[N+]([O-])=O
1312,-7.025125554700001,C(Sc1nnc(c2ccccc2)c(n1)c3ccccc3)\C=C\CSc4nnc(c5ccccc5)c(n4)c6ccccc6
7683,-1.68,CCNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O
4556,-0.3279,CC(C)(CO)C=O
8833,-0.29,OC(=O)CC(C)(C(=O)O)C(C)(C)C(=O)O
3189,1.1750718055,NCc1ccc(CN)cc1
6422,-1.7178,CNC(=O)COC(=O)c1ccccc1
6193,-2.6878,Clc1cccc(c1)N(C2CCOC2=O)C(=O)C3CC3
9606,-7.12,CCCCCCCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1
8368,-3.18,CCO[P](=O)(OCC)OC1=CC2=C(C=C1)C(=C(Cl)C(=O)O2)C
6351,-1.6688,[O-][N+](=O)C1C(=O)CC(CC1=O)c2ccccc2
3413,-6.9474451591,O=[Nb](=O)O[Nb](=O)=O
8124,-1.4,CN1C(=O)N(C)C2=C([N](C=N2)C(C)=O)C1=O
7308,-4.55,CCNC1=NC(=NC(=N1)Cl)NCC
2325,-0.6877845281999999,COC(C)CCOC(C)=O
9730,-1.78,O=C1NC(=O)C(Br)=C(CN2CCCC2)N1
3265,0.6814775579000001,[Na+].CCO[P]([S-])(=S)OCC
9484,-4.15,CCCCCCOC1=CC(O)=C(C(C)=NO)C=C1
9063,-2.1,CC(=O)OC(OC(C)=O)C(OC(C)=O)OC(C)=O
7729,-1.87,CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O
5244,-0.4579,CN(C=C)N=O
6756,-3.0351,C1Cc2ccccc2C1
3796,-3.8664,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O
4462,-2.6049,N[C@H](Cc1ccc(O)cc1)C(O)=O
4269,1.055,OC1CCOC1
202,-4.3606078686,S(c1ccccc1)c2ccccc2
3379,-7.6415256675,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8226,-1.93,CCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
4826,-0.3328,OC(=O)C1(O)CCCCC1
2175,-0.5833809314,OCCN(CCO)c1ccccc1
875,-0.9524550039,CC(=C)C(=O)OCC1CCCO1
5925,-0.823,CC(C)S[S](=O)C(C)C
9308,-4.1,CCCCCOC(=O)C1=CC(Br)=C(O)C=C1
2148,-1.4155738757,CC(=O)CCCCCl
9973,-3.37,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C2=C(C(=O)C(=CN2C2CC2)C(O)=O)C(N)=C1F
5800,-1.1992,CCC(CC)(C(N)=O)C(N)=O
431,-1.4241960776,Cc1cccc(O)c1C
5678,-2.8971,CCCCCN(N=Cc1oc(cc1)[N+]([O-])=O)C(N)=O
3461,-8.0585030279,CC(=O)OCCOc1ccc(cc1)C(C)(C)c2ccc(OCCOC(C)=O)cc2
5028,-0.243,CCN(CC)C(=O)CCl
4896,-2.5937,CC1(C)C2CC3OC3(C)C1C2
7114,-0.7369,Nc1ccccc1O
5371,-1.7102,COc1cc2nccnc2c(N)c1OC
5038,-8.5234,Cc1c2ccccc2c3ccc4cccc5ccc1c3c45
6371,-3.9784,CCCCCCCCCCCCCCNC(=O)C(C)O
6070,-4.4288,CSC1=NN=C(C(=O)N1\N=C\C(C)C)C(C)(C)C
9352,-3.0,NC(CCCCNC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)O
5988,-1.8678,COC(CN(C)C(=O)Nc1sc(nn1)C(C)(C)C)OC
7061,-10.9486,Clc1cc2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2cc1Cl
7958,-1.3,CN(C)C1=NC=NC2=C1N=C[NH]2
6439,-2.5132,CCCc1nc(N)c(CC)c(CCC)n1
1469,-5.169478497,C1Cc2ccc(CCc3ccc1cc3)cc2
4581,-3.2057,[O-][N+](=O)c1cc2C(=O)NC(=O)Nc2c(c1)[N+]([O-])=O
5603,-2.8684,Nc1ccc(cc1)[S](=O)(=O)Nc2scnn2
738,-1.7107562487,CCCBr
9328,-0.33,CS(=O)(=O)NS(=O)(=O)C1CCCCC1
4754,-1.7541,CCO[P](=O)(OCC)C(Cl)(Cl)Cl
6951,1.0218,[O-][n+]1ccccc1
4134,-1.0977,OC(=O)c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
910,-0.3038119023,F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2
9428,-2.6,CC(C)(CF)N1C=C(C(=O)O)C(=O)C2=C1C=C(N1CCNCC1)C(F)=C2
7124,-2.7668,Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
7288,-4.63,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
3108,-2.4221431699,[Na+].CCC(C)O[P]([S-])(=S)OC(C)CC
8168,-1.53,CCCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
434,-3.5580403929,CC1C(CC2CC1C2(C)C)C=O
4801,-3.8945,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
153,-3.1223887332,CCCCCCCl
1707,0.7806710209000001,[K+].[O-]C(=O)CS
5069,-3.4746,CCCCO[P](=O)(OCCCC)Oc1ccccc1
6158,-1.6004,CN(C)C1CCCC=CCC1
9324,-4.56,CCCCCCCOC(=O)C1=CC(I)=C(O)C=C1
3758,1.346,CCN
